DR1ILINE,DR1DRSTZ,DRABF,DR1DAY,DR1LANG,DR1CCMTX,DR1_030Z,DR1FS,DR1_040Z,DR1IGRMS
16,1,2,7,1,5.40E-79,6,1,1,80
1,1,2,2,1,1,1,1,1,270
2,1,2,2,1,1,1,1,1,90
3,1,2,2,1,5.40E-79,7,,1,240
4,1,2,2,1,5.40E-79,2,1,1,9
5,1,2,2,1,1,2,1,1,270
6,1,2,2,1,1,2,1,1,90
7,1,2,2,1,5.40E-79,7,,1,240
8,1,2,2,1,5.40E-79,3,1,1,641.81
9,1,2,2,1,9,3,1,1,67.5
10,1,2,2,1,9,3,1,1,97.5
11,1,2,2,1,5.40E-79,3,,1,240
1,1,2,7,1,5.40E-79,2,2,2,33.66
2,1,2,7,1,5.40E-79,2,2,2,402.5
3,1,2,7,1,5.40E-79,2,2,2,94.25
4,1,2,7,1,5.40E-79,6,2,1,40
5,1,2,7,1,5.40E-79,6,2,1,18.75
6,1,2,7,1,5.40E-79,6,2,1,161
7,1,2,7,1,1,7,4,2,810
8,1,2,7,1,1,7,4,2,45
2,1,2,5,1,5.40E-79,6,1,1,240
3,1,2,5,1,5.40E-79,6,1,1,240
4,1,2,5,1,5.40E-79,6,1,1,125
5,1,2,5,1,5.40E-79,6,1,1,240
6,1,2,5,1,5.40E-79,6,1,1,240
1,1,2,6,1,5.40E-79,1,1,1,126
2,1,2,6,1,5.40E-79,1,1,1,42
3,1,2,6,1,2,1,1,1,255
4,1,2,6,1,2,1,1,1,40
5,1,2,6,1,2,1,1,1,10
6,1,2,6,1,5.40E-79,6,16,2,360
7,1,2,6,1,5.40E-79,6,16,2,225
8,1,2,6,1,5.40E-79,5,1,2,47.5
9,1,2,6,1,90,2,1,1,177.75
10,1,2,6,1,90,2,1,1,217
11,1,2,6,1,9,2,1,1,46.66
12,1,2,6,1,9,2,1,1,46.66
13,1,2,6,1,9,2,1,1,72.91
14,1,2,6,1,9,2,1,1,140.63
15,1,2,6,1,9,2,1,1,1.17
16,1,2,6,1,5.40E-79,6,16,1,360
17,1,2,6,1,5.40E-79,6,16,1,225
18,1,2,6,1,90,6,1,1,25.38
19,1,2,6,1,90,6,1,1,4.67
20,1,2,6,1,90,6,1,1,36.5
21,1,2,6,1,5.40E-79,6,1,1,225
22,1,2,6,1,5.40E-79,6,1,1,200
23,1,2,6,1,5.40E-79,3,1,1,115.45
24,1,2,6,1,5.40E-79,3,1,1,135
25,1,2,6,1,5.40E-79,3,1,1,91.88
1,1,2,7,1,11,6,3,2,288.75
2,1,2,7,1,11,6,3,2,4
3,1,2,7,1,11,6,3,2,325
4,1,2,7,1,11,6,3,2,4
5,1,2,7,1,5,3,1,1,165
6,1,2,7,1,5,3,1,1,17
7,1,2,7,1,5,3,1,1,14
8,1,2,7,1,5,3,1,1,5
9,1,2,7,1,5,3,1,1,5
10,1,2,7,1,5.40E-79,3,1,1,713
1,1,2,7,1,5.40E-79,7,,2,315
2,1,2,7,1,5.40E-79,6,1,1,51.25
3,1,2,7,1,5,2,2,1,105
4,1,2,7,1,5,2,2,1,14
5,1,2,7,1,5,2,2,1,8
6,1,2,7,1,5,2,2,1,20
7,1,2,7,1,5,2,2,1,15
8,1,2,7,1,5,2,2,1,14
9,1,2,7,1,5.40E-79,2,1,1,264.5
10,1,2,7,1,5.40E-79,6,1,2,12.81
11,1,2,7,1,9,3,3,2,45
12,1,2,7,1,9,3,3,2,5.67
13,1,2,7,1,5.40E-79,3,3,2,70
14,1,2,7,1,5.40E-79,3,1,2,61
15,1,2,7,1,5.40E-79,3,,2,345
16,1,2,7,1,5.40E-79,3,,2,525
17,1,2,7,1,5.40E-79,7,3,1,69
18,1,2,7,1,5.40E-79,7,27,1,63
19,1,2,7,1,5.40E-79,7,,1,345
1,1,2,1,1,5.40E-79,6,27,1,75
2,1,2,1,1,1,6,1,1,360
3,1,2,1,1,1,6,1,1,5.88
4,1,2,1,1,1,6,1,1,12.5
5,1,2,1,1,5.40E-79,6,1,1,615
6,1,2,1,1,1,1,1,1,360
7,1,2,1,1,1,1,1,1,5.88
8,1,2,1,1,1,1,1,1,12.5
9,1,2,1,1,5.40E-79,1,1,1,112
10,1,2,1,1,5.40E-79,1,1,1,225
11,1,2,1,1,5.40E-79,7,1,1,720
12,1,2,1,1,5.40E-79,2,1,1,340
13,1,2,1,1,5.40E-79,2,1,1,126
14,1,2,1,1,5.40E-79,2,1,1,720
15,1,2,1,1,5.40E-79,7,1,1,1440
16,1,2,1,1,6,4,1,1,312.38
17,1,2,1,1,6,4,1,1,203.88
18,1,2,1,1,6,4,1,1,122.25
19,1,2,1,1,1,6,1,1,270
20,1,2,1,1,1,6,1,1,20
21,1,2,1,1,5.40E-79,4,27,1,12
22,1,2,1,1,5.40E-79,4,1,1,315
23,1,2,1,1,5.40E-79,6,1,1,186.38
24,1,2,1,1,5.40E-79,6,1,1,315
1,1,2,1,2,5.40E-79,10,16,2,177.19
2,1,2,1,2,5.40E-79,10,16,2,253.5
3,1,2,1,2,3,10,1,2,31
4,1,2,1,2,3,10,1,2,9.33
5,1,2,1,2,5.40E-79,10,1,2,232.5
6,1,2,1,2,10,10,1,2,126
7,1,2,1,2,10,10,1,2,20
8,1,2,1,2,5.40E-79,10,1,2,326.43
9,1,2,1,2,5,2,3,2,270
10,1,2,1,2,5,2,3,2,14
11,1,2,1,2,5,2,3,2,16
12,1,2,1,2,9,2,3,2,78.75
13,1,2,1,2,9,2,3,2,68
14,1,2,1,2,5.40E-79,2,3,2,240
15,1,2,1,2,5.40E-79,2,16,2,195.32
16,1,2,1,2,5.40E-79,17,16,1,56
17,1,2,1,2,5.40E-79,17,1,1,160
18,1,2,1,2,5.40E-79,17,1,1,321.17
1,1,2,6,1,5.40E-79,2,7,2,170
2,1,2,6,1,5.40E-79,2,7,2,154
3,1,2,6,1,5.40E-79,2,7,2,248
4,1,2,6,1,5.40E-79,6,1,2,28.5
5,1,2,6,1,5,3,1,1,130
6,1,2,6,1,5,3,1,1,56
7,1,2,6,1,5,3,1,1,14
8,1,2,6,1,5,3,1,1,10
9,1,2,6,1,5,3,1,1,10
10,1,2,6,1,5,3,1,1,10.5
12,1,2,6,1,5.40E-79,3,1,1,180
13,1,2,6,1,13,6,1,1,45
14,1,2,6,1,13,6,1,1,16
15,1,2,6,1,13,6,1,1,3.53
16,1,2,6,1,13,6,1,1,8.13
17,1,2,6,1,5.40E-79,6,1,1,109
1,1,2,7,1,5.40E-79,1,,1,255
2,1,2,7,1,2,1,1,1,124.2
3,1,2,7,1,2,1,1,1,124.2
4,1,2,7,1,2,1,1,1,2
5,1,2,7,1,5.40E-79,1,1,1,7.5
6,1,2,7,1,5.40E-79,1,1,1,50
7,1,2,7,1,5.40E-79,6,1,1,24
8,1,2,7,1,5.40E-79,2,1,1,436.81
10,1,2,7,1,5.40E-79,7,1,1,232.5
11,1,2,7,1,5.40E-79,4,1,1,527.19
12,1,2,7,1,5.40E-79,6,1,1,15
13,1,2,7,1,5.40E-79,6,1,1,3.04
14,1,2,7,1,5.40E-79,4,1,1,24
15,1,2,7,1,5.40E-79,6,1,1,23
16,1,2,7,1,5.40E-79,6,1,1,28.35
17,1,2,7,1,5.40E-79,7,,1,255
1,1,2,4,1,5.40E-79,7,,1,435
2,1,2,4,1,1,7,1,1,360
3,1,2,4,1,1,7,1,1,244
4,1,2,4,1,1,7,3,2,496
5,1,2,4,1,1,7,3,2,20
6,1,2,4,1,5.40E-79,2,3,2,28
7,1,2,4,1,5,2,3,2,130
8,1,2,4,1,5,2,3,2,7.5
9,1,2,4,1,5,2,3,2,6
10,1,2,4,1,5.40E-79,2,1,2,30
11,1,2,4,1,5.40E-79,7,16,2,507
12,1,2,4,1,5,3,1,1,130
13,1,2,4,1,5,3,1,1,7.5
14,1,2,4,1,5,3,1,1,6
15,1,2,4,1,5.40E-79,3,,1,435
16,1,2,4,1,5.40E-79,7,,2,525
17,1,2,4,1,5.40E-79,6,16,1,149.4
1,1,2,7,1,5,2,3,2,644
2,1,2,7,1,5,2,3,2,56
3,1,2,7,1,5.40E-79,2,3,2,145
4,1,2,7,1,5.40E-79,2,3,2,128
5,1,2,7,1,5.40E-79,3,3,2,270
6,1,2,7,1,5.40E-79,3,3,2,145
7,1,2,7,1,5.40E-79,3,3,2,744
8,1,2,7,1,14,6,1,1,42.5
9,1,2,7,1,14,6,1,1,210
10,1,2,7,1,5.40E-79,6,1,1,449.5
1,1,2,6,2,5.40E-79,19,1,1,315
2,1,2,6,2,5.40E-79,19,1,1,252
3,1,2,6,2,1,11,1,1,720
4,1,2,6,2,1,11,1,1,30
5,1,2,6,2,5.40E-79,11,1,1,112
6,1,2,6,2,5,12,1,1,56
7,1,2,6,2,5,12,1,1,56
8,1,2,6,2,5,12,1,1,14
9,1,2,6,2,5,12,1,1,42
10,1,2,6,2,5,12,1,1,20
11,1,2,6,2,5,12,1,1,8
12,1,2,6,2,5,12,1,1,15
13,1,2,6,2,5.40E-79,12,1,1,870
14,1,2,6,2,5.40E-79,17,16,2,400
15,1,2,6,2,5.40E-79,17,1,2,63
16,1,2,6,2,5.40E-79,17,1,2,315
17,1,2,6,2,12,14,1,1,150
18,1,2,6,2,12,14,1,1,58.5
19,1,2,6,2,5.40E-79,14,1,1,447.69
20,1,2,6,2,5.40E-79,14,1,1,315
1,1,2,4,2,5.40E-79,9,1,2,5760
2,1,2,4,2,5,13,3,2,140
3,1,2,4,2,5,13,3,2,14
4,1,2,4,2,5,13,3,2,8
5,1,2,4,2,5,13,3,2,20
6,1,2,4,2,5.40E-79,11,16,1,522.81
7,1,2,4,2,5.40E-79,6,1,1,91
8,1,2,4,2,5.40E-79,6,1,1,165
1,1,2,6,1,1,2,1,1,195
2,1,2,6,1,1,2,1,1,61
3,1,2,6,1,5.40E-79,2,1,1,60
4,1,2,6,1,5.40E-79,3,1,1,173.19
5,1,2,6,1,5.40E-79,3,1,1,44
6,1,2,6,1,5.40E-79,6,1,1,248
7,1,2,6,1,5.40E-79,6,1,1,60
1,1,2,6,1,2,1,1,1,46.31
2,1,2,6,1,2,1,1,1,126
3,1,2,6,1,2,1,1,1,12.5
4,1,2,6,1,2,1,1,1,269.01
5,1,2,6,1,5.40E-79,9,,1,360
6,1,2,6,1,5.40E-79,2,1,1,328.13
7,1,2,6,1,5.40E-79,2,1,1,372
8,1,2,6,1,5.40E-79,6,1,1,112
9,1,2,6,1,5,3,16,1,16.67
10,1,2,6,1,5,3,16,1,18.9
11,1,2,6,1,5,3,16,1,1.67
13,1,2,6,1,5.40E-79,3,1,1,372
14,1,2,6,1,3,6,16,1,71
15,1,2,6,1,3,6,16,1,71
16,1,2,6,1,5.40E-79,6,1,1,244
17,1,2,6,1,5.40E-79,6,1,1,76.88
18,1,2,6,1,5.40E-79,6,1,1,18.75
1,1,2,7,1,5.40E-79,1,,1,150
2,1,2,7,1,5.40E-79,1,1,1,274.5
3,1,2,7,1,5.40E-79,1,1,1,84
4,1,2,7,1,5.40E-79,2,1,1,100.53
5,1,2,7,1,90,2,1,1,345.63
6,1,2,7,1,90,2,1,1,210
7,1,2,7,1,5.40E-79,6,1,1,42
8,1,2,7,1,5.40E-79,6,1,1,88
9,1,2,7,1,5.40E-79,7,,1,150
10,1,2,7,1,5.40E-79,2,2,1,151.88
11,1,2,7,1,5.40E-79,2,,1,150
12,1,2,7,1,5.40E-79,2,2,1,270
13,1,2,7,1,5.40E-79,7,1,1,245
1,1,2,7,1,5.40E-79,9,1,1,1627.5
2,1,2,7,1,5.40E-79,1,1,1,84
3,1,2,7,1,5.40E-79,6,1,1,4
4,1,2,7,1,90,3,1,1,158
5,1,2,7,1,90,3,1,1,4.67
6,1,2,7,1,5.40E-79,3,1,1,130
7,1,2,7,1,5.40E-79,3,1,1,80
8,1,2,7,1,2,6,1,1,48.56
9,1,2,7,1,2,6,1,1,213.51
1,1,2,2,1,5.40E-79,9,1,1,3042
2,1,2,2,1,1,1,1,1,255
3,1,2,2,1,1,1,1,1,4.17
4,1,2,2,1,3,1,1,1,44
5,1,2,2,1,3,1,1,1,4.67
6,1,2,2,1,5.40E-79,2,1,1,126
7,1,2,2,1,5.40E-79,2,1,1,124
8,1,2,2,1,12,3,1,1,68
9,1,2,2,1,12,3,1,1,120
10,1,2,2,1,12,3,1,1,75.5
11,1,2,2,1,5.40E-79,3,1,1,84
12,1,2,2,1,9,3,1,1,375
13,1,2,2,1,9,3,1,1,80
14,1,2,2,1,9,3,1,1,75
1,1,2,1,1,5.40E-79,7,27,2,393
2,1,2,1,1,5.40E-79,6,16,2,28
3,1,2,1,1,5.40E-79,6,16,2,507
4,1,2,1,1,5.40E-79,7,27,1,262
5,1,2,1,1,5.40E-79,3,27,1,360
6,1,2,1,1,5.40E-79,3,27,1,224
7,1,2,1,1,90,3,1,1,207.38
8,1,2,1,1,90,3,1,1,240
9,1,2,1,1,90,3,1,1,35.27
10,1,2,1,1,90,3,1,1,16
1,1,2,6,1,5.40E-79,3,1,1,100
2,1,2,6,1,5.40E-79,3,1,1,496
3,1,2,6,1,5.40E-79,3,1,1,57
4,1,2,6,1,5.40E-79,3,1,1,113
1,1,2,6,1,5.40E-79,6,1,1,40
2,1,2,6,1,5.40E-79,6,,1,120
3,1,2,6,1,5.40E-79,9,,1,1200
4,1,2,6,1,5.40E-79,2,1,1,620
5,1,2,6,1,5,2,1,1,28
6,1,2,6,1,5,2,1,1,56.5
7,1,2,6,1,5,2,1,1,7
8,1,2,6,1,5,2,1,1,2.5
9,1,2,6,1,5,2,1,1,10
10,1,2,6,1,5,2,1,1,4
11,1,2,6,1,5.40E-79,6,1,1,167.75
12,1,2,6,1,5.40E-79,6,1,1,84
13,1,2,6,1,5.40E-79,3,16,1,129.38
1,1,2,6,1,5.40E-79,1,3,2,155
2,1,2,6,1,5.40E-79,1,1,2,507
3,1,2,6,1,5.40E-79,9,1,1,244
4,1,2,6,1,5.40E-79,3,1,1,460.38
5,1,2,6,1,3,3,1,1,90
6,1,2,6,1,3,3,1,1,18.67
7,1,2,6,1,5.40E-79,6,1,1,17
1,1,2,5,1,5.40E-79,8,12,1,122
2,1,2,5,1,5.40E-79,8,12,1,91.5
3,1,2,5,1,5.40E-79,8,12,2,91.5
4,1,2,5,1,5.40E-79,8,12,2,122
5,1,2,5,1,5.40E-79,8,12,2,91.5
6,1,2,5,1,5.40E-79,8,12,1,61
7,1,2,5,1,5.40E-79,8,12,1,91.5
8,1,2,5,1,5.40E-79,8,12,1,61
1,1,2,2,1,1,1,15,2,345
2,1,2,2,1,1,1,15,2,7
3,1,2,2,1,1,1,15,2,15
4,1,2,2,1,5.40E-79,2,1,2,143.44
5,1,2,2,1,5.40E-79,2,15,2,760.5
6,1,2,2,1,5.40E-79,2,1,2,165
7,1,2,2,1,5.40E-79,2,1,2,113.1
8,1,2,2,1,5.40E-79,6,1,2,140
9,1,2,2,1,5.40E-79,6,,2,525
10,1,2,2,1,5.40E-79,3,1,1,110
11,1,2,2,1,5.40E-79,3,3,1,238
12,1,2,2,1,1,3,1,1,213.5
13,1,2,2,1,1,3,1,1,210
1,1,2,3,1,5.40E-79,1,1,1,360
2,1,2,3,1,5.40E-79,1,1,1,59.06
3,1,2,3,1,5.40E-79,1,1,1,48
4,1,2,3,1,5.40E-79,1,1,1,180
5,1,2,3,1,3,1,1,1,50
6,1,2,3,1,3,1,1,1,9.33
7,1,2,3,1,5.40E-79,2,1,1,71.99
8,1,2,3,1,5.40E-79,2,19,1,50.63
9,1,2,3,1,12,2,19,1,134
10,1,2,3,1,12,2,19,1,17
11,1,2,3,1,5.40E-79,2,1,1,86.25
12,1,2,3,1,5.40E-79,2,27,1,248
13,1,2,3,1,5.40E-79,2,,1,240
14,1,2,3,1,5.40E-79,2,1,1,248
15,1,2,3,1,5.40E-79,2,1,1,133.52
16,1,2,3,1,9,2,19,1,97.5
17,1,2,3,1,9,2,19,1,1.39
1,1,2,6,1,5,1,1,1,169
2,1,2,6,1,5,1,1,1,16
3,1,2,6,1,5.40E-79,1,1,1,384
4,1,2,6,1,5.40E-79,1,1,1,175
5,1,2,6,1,5.40E-79,9,,1,600
6,1,2,6,1,5.40E-79,6,1,2,34
7,1,2,6,1,5.40E-79,6,1,2,25
8,1,2,6,1,5.40E-79,2,7,2,135
9,1,2,6,1,9,2,7,2,50
10,1,2,6,1,9,2,7,2,15
11,1,2,6,1,5.40E-79,2,7,2,248
12,1,2,6,1,5.40E-79,6,7,2,59.69
13,1,2,6,1,5.40E-79,6,1,2,45
14,1,2,6,1,5.40E-79,3,3,1,91
15,1,2,6,1,5.40E-79,3,3,1,20
16,1,2,6,1,5.40E-79,3,1,1,175
17,1,2,6,1,5.40E-79,6,1,1,40
1,1,2,6,1,5.40E-79,1,1,1,305
2,1,2,6,1,3,1,1,1,31.81
3,1,2,6,1,3,1,1,1,4.67
5,1,2,6,1,4,1,1,1,17.5
6,1,2,6,1,4,1,1,1,60
7,1,2,6,1,5.40E-79,6,1,1,244
8,1,2,6,1,5.40E-79,2,1,1,54
9,1,2,6,1,5.40E-79,2,1,1,210
10,1,2,6,1,5.40E-79,6,1,1,244
11,1,2,6,1,5.40E-79,6,1,1,244
12,1,2,6,1,5.40E-79,6,1,1,93
13,1,2,6,1,5.40E-79,6,1,1,40
14,1,2,6,1,5.40E-79,6,1,1,63
15,1,2,6,1,5.40E-79,6,1,1,150
16,1,2,6,1,3,3,1,1,31.81
17,1,2,6,1,3,3,1,1,4.67
18,1,2,6,1,5.40E-79,3,1,1,40
19,1,2,6,1,5.40E-79,3,1,1,244
1,1,2,7,1,2,1,1,1,27
2,1,2,7,1,2,1,1,1,122.01
3,1,2,7,1,5.40E-79,2,1,1,112
4,1,2,7,1,5.40E-79,2,,1,240
5,1,2,7,1,5.40E-79,3,1,1,234
6,1,2,7,1,5.40E-79,3,,1,240
1,1,2,2,1,2,1,1,1,47.25
2,1,2,2,1,2,1,1,1,213.51
3,1,2,2,1,13,2,1,2,18
4,1,2,2,1,13,2,1,2,42
5,1,2,2,1,13,2,1,2,14.2
6,1,2,2,1,5.40E-79,2,1,2,279
7,1,2,2,1,5.40E-79,2,16,2,5
8,1,2,2,1,5.40E-79,2,1,2,28
9,1,2,2,1,5.40E-79,2,1,2,36
10,1,2,2,1,5.40E-79,6,1,1,350.75
11,1,2,2,1,5.40E-79,6,1,1,28
12,1,2,2,1,5.40E-79,3,1,1,16
13,1,2,2,1,5.40E-79,3,1,1,130
14,1,2,2,1,3,3,1,1,80
15,1,2,2,1,3,3,1,1,80
16,1,2,2,1,3,3,1,1,70
17,1,2,2,1,3,3,1,1,4.67
18,1,2,2,1,5.40E-79,3,1,1,186
19,1,2,2,1,5.40E-79,6,17,1,19
1,1,2,7,1,2,1,1,1,26.91
2,1,2,7,1,2,1,1,1,26.25
3,1,2,7,1,2,1,1,1,213.51
4,1,2,7,1,5.40E-79,1,1,1,507
5,1,2,7,1,5,2,1,1,56
6,1,2,7,1,5,2,1,1,70
7,1,2,7,1,5,2,1,1,37.66
8,1,2,7,1,5.40E-79,2,1,1,507
9,1,2,7,1,2,6,1,1,53.81
10,1,2,7,1,2,6,1,1,52.5
11,1,2,7,1,2,6,1,1,426.99
12,1,2,7,1,5.40E-79,3,3,1,297
13,1,2,7,1,5.40E-79,3,1,1,155
1,1,2,7,1,5.40E-79,7,1,2,620
2,1,2,7,1,5.40E-79,1,1,2,80
3,1,2,7,1,5.40E-79,2,27,2,226.8
4,1,2,7,1,5.40E-79,2,27,2,30
5,1,2,7,1,5.40E-79,2,27,2,50
6,1,2,7,1,5.40E-79,2,27,2,720
7,1,2,7,1,5.40E-79,2,1,2,218.75
8,1,2,7,1,5.40E-79,6,3,2,145
9,1,2,7,1,5.40E-79,7,3,2,496
10,1,2,7,1,5.40E-79,3,27,1,213.63
11,1,2,7,1,5.40E-79,3,1,1,240
12,1,2,7,1,5.40E-79,6,24,2,45
13,1,2,7,1,5.40E-79,6,27,2,248
1,1,2,6,1,1,1,3,1,360
2,1,2,6,1,1,1,3,1,22.5
3,1,2,6,1,2,2,1,1,29.75
4,1,2,6,1,2,2,1,1,172.84
5,1,2,6,1,2,2,1,1,31.5
6,1,2,6,1,5.40E-79,2,1,1,42
7,1,2,6,1,5.40E-79,2,,1,180
8,1,2,6,1,5.40E-79,3,1,1,290
9,1,2,6,1,5.40E-79,3,1,1,66
10,1,2,6,1,5.40E-79,3,1,1,180
11,1,2,6,1,5.40E-79,3,,1,180
12,1,2,6,1,5.40E-79,6,1,1,6
13,1,2,6,1,5.40E-79,6,1,1,218
14,1,2,6,1,5.40E-79,6,,1,150
15,1,2,6,1,8,6,1,1,120
16,1,2,6,1,8,6,1,1,18.75
17,1,2,6,1,3,6,1,1,18
18,1,2,6,1,3,6,1,1,16
1,1,2,1,1,3,1,1,1,80
2,1,2,1,1,3,1,1,1,160
3,1,2,1,1,5.40E-79,1,1,1,449.5
4,1,2,1,1,5.40E-79,7,1,1,507
5,1,2,1,1,5,2,1,1,145
6,1,2,1,1,5,2,1,1,17
7,1,2,1,1,5,2,1,1,5
8,1,2,1,1,5.40E-79,3,1,1,120
9,1,2,1,1,5.40E-79,3,1,1,51
10,1,2,1,1,5.40E-79,3,1,1,507
11,1,2,1,1,10,6,1,1,308
12,1,2,1,1,10,6,1,1,50
13,1,2,1,1,5.40E-79,6,1,1,31.5
1,1,2,5,1,3,1,1,1,66
2,1,2,5,1,3,1,1,1,26.67
3,1,2,5,1,5.40E-79,1,,1,870
4,1,2,5,1,1,7,1,1,255
5,1,2,5,1,1,7,1,1,20
6,1,2,5,1,5.40E-79,6,1,1,20
7,1,2,5,1,5.40E-79,2,3,1,126
8,1,2,5,1,90,2,3,1,189
9,1,2,5,1,90,2,3,1,16.88
10,1,2,5,1,5,2,1,1,14
11,1,2,5,1,5,2,1,1,28.25
14,1,2,5,1,5.40E-79,2,1,1,66.5
15,1,2,5,1,5.40E-79,2,1,1,10
16,1,2,5,1,5.40E-79,6,16,1,21
17,1,2,5,1,5.40E-79,3,1,1,132
18,1,2,5,1,5.40E-79,6,1,1,5.5
1,1,2,2,2,5.40E-79,10,1,1,170
2,1,2,2,2,5.40E-79,9,,1,2610
3,1,2,2,2,1,10,1,1,360
4,1,2,2,2,1,10,1,1,45
5,1,2,2,2,5.40E-79,14,1,1,230
6,1,2,2,2,5.40E-79,14,1,1,170
7,1,2,2,2,5.40E-79,14,1,1,60
8,1,2,2,2,5.40E-79,14,1,1,720
1,1,2,3,1,3,1,1,1,45
2,1,2,3,1,3,1,1,1,6.67
3,1,2,3,1,5.40E-79,1,1,1,184
4,1,2,3,1,5.40E-79,9,1,1,1800
5,1,2,3,1,5.40E-79,9,1,1,2400
6,1,2,3,1,5.40E-79,2,1,1,67.5
7,1,2,3,1,5.40E-79,2,1,1,186
8,1,2,3,1,5,4,1,1,28
9,1,2,3,1,5,4,1,1,37.67
12,1,2,3,1,5.40E-79,6,1,1,85
13,1,2,3,1,5.40E-79,6,1,1,90
1,1,2,7,1,3,1,1,1,130
2,1,2,7,1,3,1,1,1,42
3,1,2,7,1,5.40E-79,1,1,1,325.5
4,1,2,7,1,5,2,16,2,73
5,1,2,7,1,5,2,16,2,112
7,1,2,7,1,5,2,16,2,42
9,1,2,7,1,5.40E-79,2,16,2,165
10,1,2,7,1,5.40E-79,2,16,2,20
11,1,2,7,1,5.40E-79,2,16,2,28
12,1,2,7,1,5.40E-79,6,24,2,110
13,1,2,7,1,5.40E-79,6,24,2,120
14,1,2,7,1,5.40E-79,6,24,2,507
15,1,2,7,1,5.40E-79,7,1,1,320.25
1,1,2,7,1,3,1,1,1,107.44
2,1,2,7,1,3,1,1,1,2.33
3,1,2,7,1,3,1,1,1,160
4,1,2,7,1,5.40E-79,1,1,1,100
5,1,2,7,1,5.40E-79,1,1,1,3600
6,1,2,7,1,5.40E-79,7,1,1,217
7,1,2,7,1,5.40E-79,3,1,2,494
8,1,2,7,1,5.40E-79,6,14,2,57
9,1,2,7,1,5.40E-79,6,14,2,21.5
1,1,2,4,1,5.40E-79,9,1,1,3045
3,1,2,4,1,4,1,1,1,45.31
4,1,2,4,1,4,1,1,1,60
5,1,2,4,1,4,1,1,1,53.33
6,1,2,4,1,4,1,1,1,40
7,1,2,4,1,4,1,1,1,45.31
8,1,2,4,1,5.40E-79,2,1,1,248
9,1,2,4,1,5.40E-79,2,1,1,240
10,1,2,4,1,5.40E-79,3,1,1,496.88
1,1,2,5,1,90,6,1,1,144
2,1,2,5,1,90,6,1,1,4.67
3,1,2,5,1,5.40E-79,6,1,1,163
4,1,2,5,1,5.40E-79,6,1,1,92.5
5,1,2,5,1,5.40E-79,6,1,1,525
6,1,2,5,1,5.40E-79,6,1,1,345
7,1,2,5,1,5.40E-79,1,1,1,884.5
8,1,2,5,1,5.40E-79,1,1,1,899
9,1,2,5,1,5.40E-79,1,1,1,1014.45
10,1,2,5,1,5.40E-79,2,1,2,308
11,1,2,5,1,5.40E-79,2,1,2,400
12,1,2,5,1,5.40E-79,2,1,2,126
13,1,2,5,1,1,2,1,2,324
14,1,2,5,1,1,2,1,2,260
15,1,2,5,1,5.40E-79,6,14,2,620
16,1,2,5,1,5.40E-79,3,1,1,280
17,1,2,5,1,5.40E-79,3,1,1,75
18,1,2,5,1,5.40E-79,3,1,1,525
1,1,2,7,1,90,1,6,2,135
2,1,2,7,1,90,1,6,2,2.67
3,1,2,7,1,3,1,6,2,42.5
4,1,2,7,1,3,1,6,2,10
5,1,2,7,1,5.40E-79,1,6,2,34
6,1,2,7,1,5.40E-79,1,6,2,667
7,1,2,7,1,5,2,6,1,165
8,1,2,7,1,5,2,6,1,17
9,1,2,7,1,5,2,6,1,20
10,1,2,7,1,5,2,6,1,16
11,1,2,7,1,5,2,6,1,8
12,1,2,7,1,5.40E-79,2,1,1,507
13,1,2,7,1,5.40E-79,6,1,1,28
14,1,2,7,1,5.40E-79,6,16,1,60
15,1,2,7,1,5,3,1,1,332
16,1,2,7,1,5,3,1,1,28.25
17,1,2,7,1,5,3,1,1,90
18,1,2,7,1,5.40E-79,3,6,1,372
19,1,2,7,1,5.40E-79,3,16,1,10
20,1,2,7,1,5.40E-79,3,16,1,9
21,1,2,7,1,5.40E-79,7,1,1,507
22,1,2,7,1,5.40E-79,6,27,1,3
1,1,2,6,2,11,10,27,2,198
2,1,2,6,2,11,10,27,2,25.31
3,1,2,6,2,11,10,27,2,58.5
4,1,2,6,2,1,10,27,2,330
5,1,2,6,2,1,10,27,2,12.5
6,1,2,6,2,5.40E-79,11,1,2,141
7,1,2,6,2,5.40E-79,11,27,2,524
8,1,2,6,2,5.40E-79,11,27,2,28
9,1,2,6,2,5.40E-79,16,1,2,507
10,1,2,6,2,5.40E-79,19,1,2,507
11,1,2,6,2,1,14,1,1,360
12,1,2,6,2,1,14,1,1,12.5
13,1,2,6,2,5.40E-79,14,1,1,76
1,1,2,5,1,2,1,7,2,30
2,1,2,5,1,2,1,7,2,122.01
3,1,2,5,1,5.40E-79,2,1,2,507
4,1,2,5,1,5.40E-79,2,7,2,250
5,1,2,5,1,5.40E-79,2,7,2,77.5
6,1,2,5,1,3,6,1,1,9
7,1,2,5,1,3,6,1,1,64
8,1,2,5,1,5.40E-79,6,1,1,360
9,1,2,5,1,5.40E-79,6,1,1,120
10,1,2,5,1,5.40E-79,6,1,1,720
11,1,2,5,1,12,3,1,1,80
12,1,2,5,1,12,3,1,1,68
13,1,2,5,1,90,3,1,1,76.66
14,1,2,5,1,90,3,1,1,17
15,1,2,5,1,5.40E-79,3,1,1,50
16,1,2,5,1,5.40E-79,3,1,1,28.35
17,1,2,5,1,5.40E-79,3,1,1,720
18,1,2,5,1,5.40E-79,3,1,1,248
19,1,2,5,1,5.40E-79,6,3,1,150
